CSCSITEID__C,ACCOUNTNAMEENGLISH__C,BRANCH_CUSTOMER_PARTY_KEY,BRANCH_PRIMARY_NAME,HQ_PRIMARY_NAME,GU_PRIMARY_NAME,BRANCH_ISO_COUNTRY_CD,BRANCH_PARTY_SSOT_PARTY_ID_INT,BRANCH_HQ_BRANCH_CD,EXACT_COUNTRY
248531322,,166465939,CONVERZED NETWORK SOLUTIONS,CONVERZED NETWORK SOLUTIONS,CONVERZED NETWORK SOLUTIONS,LKA,248531322,HQ,SRI LANKA
303167422,,200239248,DAMRO EXPORT PVT LTD,DAMRO  EXPORTS PRIVATE LIMITED,DAMRO  EXPORTS PRIVATE LIMITED,LKA,303167422,BR,SRI LANKA
178522327,Taprobane Securities (Pvt) Ltd,108943205,TAPROBANE SECURITIES PVT LTD,TAPROBANE SECURITIES PVT LTD,TAPROBANE SECURITIES PVT LTD,LKA,178522327,HQ,SRI LANKA
108236095,Comtextile (H.K.) Limited,47245362,COMTEXTILE HK LTD,COMTEXTILE HK LTD,COMTEXTILE HK LTD,LKA,108236095,HQ,SRI LANKA
145661739,MBSL Insurance,79048214,MBSL INSURANCE,MBSL INSURANCE COMPANY LTD,MBSL INSURANCE COMPANY LTD,LKA,145661739,BR,SRI LANKA
121166880,Lanka Clear,51969033,LANKA CLEAR,LANKA CLEAR PVT LTD,LANKACLEAR PVT LTD,LKA,121166880,HQ,SRI LANKA
323215565,,215873733,FORTUDE,FORTUDE,FORTUDE,LKA,323215565,HQ,SRI LANKA
334702733,DARAZ SRI LANKA,225207060,DARAZ SRI LANKA,DARAZ,ALIBABACOM HONG KONG LTD,LKA,334702733,BR,SRI LANKA
167821219,,102239410,ABANS LIMITED,ABANS LIMITED,ABANS LIMITED,LKA,167821219,HQ,SRI LANKA
344973002,,230127884,ISLAND SEAFOOD EXPORT PVT LTD,ISLAND SEAFOOD EXPORTERS,ISLAND SEAFOOD EXPORTERS,LKA,344973002,BR,SRI LANKA
6903844,,7237323,SUNTEL LIMITED,SUNTEL LIMITED,SUNTEL LIMITED,LKA,6903844,BR,SRI LANKA
46047728,,10701386,INGRAM MICRO LANKA PRIVATE LTD,INGRAM MICRO LANKA PRIVATE LTD,"TIANJIN MARINE SHIPPING CO., LTD.",LKA,46047728,BR,SRI LANKA
145662049,Sri Lanka Railways,79048364,SRI LANKA RAILWAYS,SRI LANKA RAILWAYS,SRI LANKA RAILWAYS,LKA,145662049,HQ,SRI LANKA
266770333,,178972636,JAT TECHNOLOGIES PVT LTD,JAT TECHNOLOGIES PVT LTD,JAT TECHNOLOGIES PVT LTD,LKA,266770333,HQ,SRI LANKA
330767081,,222324296,ADTECH INTEGRATED SOLUTIONS,ADTECH INTEGRATED SOLUTIONS,ADTECH INTEGRATED SOLUTIONS,LKA,330767081,HQ,SRI LANKA
305561892,,202391286,ND DIGITAL CREATION,ND DIGITAL CREATION,ND DIGITAL CREATION,LKA,305561892,HQ,SRI LANKA
276725922,,189130424,SILVERLINE INFORMATION TECHNOLOGY PVT LTD,SILVERLINE INFORMATION TECHNOLOGY PVT LTD,SILVERLINE INFORMATION TECHNOLOGY PVT LTD,LKA,276725922,HQ,SRI LANKA
177063421,,108153399,BARCLAYS,BARCLAYS COMPUTERS,BARCLAYS PLC,LKA,177063421,BR,SRI LANKA
157394150,HUTCHISON TELECOMMUNICATIONS SRI LANKA-CPE,97245635,HUTCHISON TELECOMMUNICATIONS SRI LANKA-CPE,HUTCHISON TELECOMMUNICATIONS LANKA PVT LTD,HUTCHISON WHAMPOA LTD,LKA,157394150,BR,SRI LANKA
303750201,,200893221,BRANTEL LANKA PVT LTD,BRANTEL LANKA PVT LTD,BRANTEL LANKA PVT LTD,LKA,303750201,HQ,SRI LANKA
321306385,,214902619,UNIPOWER NETWORKS,UNIPOWER NETWORKS,UNIPOWER NETWORKS,LKA,321306385,BR,SRI LANKA
359125449,,242300830,NETMAIESTA PVT LTD,NETMAIESTA PVT LTD,NETMAIESTA PVT LTD,LKA,359125449,HQ,SRI LANKA
328114774,Currie & Brown Holdings Limited,220123910,CURRIE & BROWN HOLDINGS LTD,CURRIE & BROWN HOLDINGS,DAR AL-HANDASAH CONSULTANTS SHAIR & PARTNERS HOLDINGS LTD,LKA,328114774,HQ,SRI LANKA
205988159,,131985987,FUTURE CORPORATION PVT LTD,FUTURE COMPUTERS PRIVATE LTD,FUTURE COMPUTERS PRIVATE LTD,LKA,205988159,BR,SRI LANKA
201286026,Government of Sri Lanka,128797740,GOVERNMENT OF SRILANKA,GOVERNMENT OF SRILANKA,GOVERNMENT OF SRILANKA,LKA,201286026,HQ,SRI LANKA
163161174,,99777553,EXETEL PVT LTD,EXETEL PTY LTD,EXETEL PTY LTD,LKA,163161174,BR,SRI LANKA
145791268,Lanka Indian Oil Company,79114540,LANKA INDIAN OIL COMPANY,INDIAN OIL CORPORATION LTD,GOVERNMENT OF INDIA,LKA,145791268,HQ,SRI LANKA
184184860,Micro Vision Satellite,112998178,MICRO VISION SATELLITE SYSTEMS PRIVATE LTD,MICRO VISION SATELLITE SYSTEMS PRIVATE LTD,MICRO VISION SATELLITE SYSTEMS PRIVATE LTD,LKA,184184860,HQ,SRI LANKA
280567994,ISM APAC,192837954,ISM APAC,ISM APAC PVT LTD,ISM APAC PVT LTD,LKA,280567994,BR,SRI LANKA
122883801,ALLES GARDEN,59687314,ALLES GARDEN,ALLES GARDEN,ALLES GARDEN,LKA,122883801,HQ,SRI LANKA
145661220,Equity Investments Lanka Ltd,79047992,EQUITY INVESTMENTS LANKA LTD,EQUITY INVESTMENTS LANKA LTD,EQUITY INVESTMENTS LANKA LTD,LKA,145661220,HQ,SRI LANKA
41497156,Trans Asia Hotels Limited,447977,TRANS ASIA HOTELS LTD,TRANS ASIA HOTELS LTD,TRANS ASIA HOTELS LTD,LKA,41497156,HQ,SRI LANKA
300945635,ASIAN HOTELS AND PROPERTIES PLC,197992152,ASIAN HOTELS AND PROPERTIES PLC,JOHN KEELLS HOLDINGS PLC,JOHN KEELLS HOLDINGS PLC,LKA,300945635,HQ,SRI LANKA
198041536,AVERY DENNISON LANKA (PVT) LTD.,126389093,AVERY DENNISON LANKA (PRIVATE) LIMITED,AVERY DENNISON LANKA (PRIVATE) LIMITED,AVERY DENNISON LANKA (PRIVATE) LIMITED,LKA,198041536,HQ,SRI LANKA
198521675,POORANEE,126838575,POORANEE,POORANEE,POORANEE,LKA,198521675,HQ,SRI LANKA
40351310,CEYLON GRAIN ELEVATORS LTD,3950616,CEYLON GRAIN ELEVATORS PLC,CEYLON GRAIN ELEVATORS PLC,CEYLON GRAIN ELEVATORS PLC,LKA,40351310,HQ,SRI LANKA
275476313,OOCL LOGISTICS LANKA PVT LTD,187799330,OOCL LOGISTICS LANKA PVT LTD,OOCL LOGISTICS LANKA PVT LTD,OOCL LOGISTICS LANKA PVT LTD,LKA,275476313,HQ,SRI LANKA
390369488,MELWIRE ROLLING MILL PVT LTD,266412274,MELWIRE ROLLING MILL PVT LTD,MELWIRE ROLLING PVT LTD,MELWIRE ROLLING PVT LTD,LKA,390369488,BR,SRI LANKA
197563129,Vis Broadcasting,125562904,VIS BROADCASTING,VIS BROADCASTING,VIS BROADCASTING,LKA,197563129,HQ,SRI LANKA
212327802,DINUK SENANAYAKE ASSOCIATES,137647092,DINUK SENANAYAKE ASSOCIATES,DINUK SENANAYAKE ASSOCIATES,DINUK SENANAYAKE ASSOCIATES,LKA,212327802,HQ,SRI LANKA
40311718,,3746478,SARWODAYA SAWAN SAHANA SEWA,SARWODAYA SAWAN SAHANA SEWA,SARWODAYA SAWAN SAHANA SEWA,LKA,40311718,HQ,SRI LANKA
41497668,Amba Research Lanka(Private)Limited,5326442,AMBA RESEARCH LANKAPRIVATELIMITED,AMBA RESEARCH LANKAPRIVATELIMITED,AMBA RESEARCH LANKAPRIVATELIMITED,LKA,41497668,HQ,SRI LANKA
145791383,Minister of Petroleum Industries,79114585,MINISTY OF PETROLEUM AND PETROLEUM RESOURCES DEVELOPMENT,MINISTY OF PETROLEUM AND PETROLEUM RESOURCES DEVELOPMENT,MINISTY OF PETROLEUM AND PETROLEUM RESOURCES DEVELOPMENT,LKA,145791383,HQ,SRI LANKA
393349025,,269088056,IME LANKA PVT LTD,IME LANKA PVT LTD,IME LANKA PVT LTD,LKA,393349025,HQ,SRI LANKA
148936480,,80861249,S360 INNOVATIONS PRIVATELTD,S360 INNOVATIONS PRIVATELTD,S360 INNOVATIONS PRIVATELTD,LKA,148936480,HQ,SRI LANKA
41495526,Sri Lanka Bureau of Foreign Employment,11776888,SRI LANKA BUREAU OF FOREIGN EMPLOYMENT,SRI LANKA BUREAU OF FOREIGN EMPLOYMENT,SRI LANKA BUREAU OF FOREIGN EMPLOYMENT,LKA,41495526,HQ,SRI LANKA
213035734,President's Secretariat Sri Lanka,138369347,PRESIDENT'S SECRETARIAT SRI LANKA,PRESIDENTIAL SECRETARIAT,PRESIDENTIAL SECRETARIAT,LKA,213035734,BR,SRI LANKA
154393229,Minister of Ports & Aviation,87811068,MINISTRY OF PORTS & AVIATION,SRI LANKA PORTS AUTHORITY,SRI LANKA PORTS AUTHORITY,LKA,154393229,BR,SRI LANKA
212837375,Minister of External Affairs,138155462,MINISTER OF EXTERNAL AFFAIRS,GOVERNMENT OF SRILANKA,GOVERNMENT OF SRILANKA,LKA,212837375,HQ,SRI LANKA
44992362,,9648042,NOKIA LANKA PVT LTD,NOKIA OYJ,NOKIA OYJ,LKA,44992362,HQ,SRI LANKA
121069662,MILLENIUM INFORMATION TECHNOLOGIES,51930459,MILLENIUM INFORMATION TECHNOLOGIES,MILLENNIUMIT SOFTWARE,LONDON STOCK EXCHANGE GROUP PLC,LKA,121069662,BR,SRI LANKA
198524781,DSL IT SOLUTIONS PVT LTD,126841346,DSL IT SOLUTIONS PVT LTD,DSL IT SOLUTIONS PVT LTD,DSL IT SOLUTIONS PVT LTD,LKA,198524781,HQ,SRI LANKA
41496870,Bratex Pvt. Ltd.,4596536,BRATEX PVT LTD,BRATEX S.P.A.,BRATEX S.P.A.,LKA,41496870,BR,SRI LANKA
302867794,Crown Casino and Entertainment Complex,199942575,CROWN,CROWN MELBOURNE LTD,CROWN MELBOURNE LTD,LKA,302867794,HQ,SRI LANKA
172154846,,105946000,GLOBAL IT WORKS,GLOBAL IT WORKS,GLOBAL IT WORKS,LKA,172154846,HQ,SRI LANKA
391905581,,267624148,SRI LANKA STANDARDS INSTITUTION,SRI LANKA INSTITUTE OF NANOTECHNOLOGY PVT LTD,SRI LANKA INSTITUTE OF NANOTECHNOLOGY PVT LTD,LKA,391905581,BR,SRI LANKA
41495894,CEYLINCO ? CISCO Security Corp. (Pvt) Ltd.,520612,CEYLINCO AE CISCO SECURITY CORPORATION PVT LTD,CEYLINCO CONSOLIDATED INTERNATIONAL PTE LTD,CEYLINCO CONSOLIDATED INTERNATIONAL PTE LTD,LKA,41495894,HQ,SRI LANKA
41491572,SRI LANKA PORTS AUTHORITY,14774665,SRI LANKA PORTS AUTHORITY,SRI LANKA PORTS AUTHORITY,SRI LANKA PORTS AUTHORITY,LKA,41491572,BR,SRI LANKA
259248069,,175153636,CONVERZED NETWORK SOLUTIONS,CONVERZED NETWORK SOLUTIONS,CONVERZED NETWORK SOLUTIONS,LKA,259248069,BR,SRI LANKA
8876032,,11557007,NATIONAL SAVINGS BANK,NATIONAL SAVINGS BANK,NATIONAL SAVINGS BANK,LKA,8876032,HQ,SRI LANKA
8940861,Hyatt Regency Hotel,8082795,DATA INTERNATIONAL,DATA ENTRY INTERNATIONAL,DATA ENTRY INTERNATIONAL,LKA,8940861,HQ,SRI LANKA
320880521,,214503072,CYBER NET IT PVT LTD,CYBER NET IT PVT LTD,CYBER NET IT PVT LTD,LKA,320880521,HQ,SRI LANKA
122488930,SLT PLC,52367685,SLT PLC,SRI LANKA TELECOM-CPE,SRI LANKA TELECOM-CPE,LKA,122488930,BR,SRI LANKA
331799584,,223283167,CIMA SRI LANKA,CIMA SRI LANKA,CIMA SRI LANKA,LKA,331799584,HQ,SRI LANKA
153409104,DELMEGE FORSYTH GROUP,82917807,DELMEGE FORSYTH & COMPANY EXPORTS LTD,DELMEGE GROUP OF COMPANIES,DELMEGE GROUP OF COMPANIES,LKA,153409104,HQ,SRI LANKA
41496636,Odel,1043621,ODEL,ODEL,ODEL,LKA,41496636,HQ,SRI LANKA
184183140,CERTIS LANKA COURIER SERVICE (PVT) LTD,112997774,CERTIS LANKA COURIER SERVICE PVT LTD,CERTIS LANKA COURIER SERVICE PVT LTD,CERTIS LANKA COURIER SERVICE PVT LTD,LKA,184183140,HQ,SRI LANKA
182878605,First Guardian Equities,111545739,FIRST GUARDIAN EQUITIES,FIRST GUARDIAN EQUITIES,FIRST GUARDIAN EQUITIES,LKA,182878605,HQ,SRI LANKA
114515552,Alcatel-Lucent France,49629554,ALCATEL-LUCENT FRANCE,ALCATEL LUCENT,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,LKA,114515552,HQ,SRI LANKA
237848875,WS ATKINS & PARTNERS OVERSEAS,161409644,WS ATKINS & PARTNERS OVERSEAS,ATKINS LTD,GROUPE SNC-LAVALIN INC,LKA,237848875,HQ,SRI LANKA
391607125,KALBE INTERNATIONAL PVT LTD,267300874,KALBE INTERNATIONAL PVT LTD,KALBE INTERNATIONAL PTE LTD,KALBE FARMA PT TBK,LKA,391607125,BR,SRI LANKA
303380297,,200490700,BAM GROUP OF COMPANIES,BAM GROUP OF COMPANIES,BAM GROUP OF COMPANIES,LKA,303380297,HQ,SRI LANKA
121069054,,51930204,IFS R & D LTD,I F S R&D INTERNATIONAL PVT LTD,INDUSTRIAL AND FINANCIAL SYSTEMS IFS AB,LKA,121069054,BR,SRI LANKA
208916900,Mitsubishi Corporation Colombo Office,134700855,MITSUBISHI CORPORATION COLOMBO OFFICE,MITSUBISHI CORPORATION LT INC,MITSUBISHI CORPORATION,LKA,208916900,HQ,SRI LANKA
236521395,Omega Line Ltd,159794576,OMEGA LINE LTD,OMEGA LINE LTD,OMEGA LINE LTD,LKA,236521395,BR,SRI LANKA
173585698,VS Information Systems (Pvt) Ltd,106392932,V S INFORMATION SYSTEMS PRIVATE LTD,V S INFORMATION SYSTEMS PRIVATE LTD,V S INFORMATION SYSTEMS PRIVATE LTD,LKA,173585698,HQ,SRI LANKA
202220879,Habib Bank Limited,129464923,HABIB BANK LTD,HABIB BANK AG ZURICH,HABIB BANK LTD,LKA,202220879,HQ,SRI LANKA
113773748,Nadastra,49295260,NADASTRA,NADASTRA INC,NADASTRA INC,LKA,113773748,BR,SRI LANKA
41497297,Reckitt Benckiser (Lanka) Limtied,8933760,RECKITT BENCKISER LANKA LIMTIED,RECKITT BENCKISER AUSTRALIA PTY LTD,RECKITT BENCKISER GROUP PLC,LKA,41497297,HQ,SRI LANKA
41496142,Jetwing Group of Hotels,8021597,JETWING GROUP OF HOTELS,JETWING GROUP OF HOTELS,JETWING GROUP OF HOTELS,LKA,41496142,HQ,SRI LANKA
194574738,Carlton Sport Network (Pvt) Ltd,122513152,CARLTON SPORT NETWORK PVT LTD,CARLTON SPORTS NETWORK PVT LTD,CARLTON SPORTS NETWORK PVT LTD,LKA,194574738,BR,SRI LANKA
217519678,Noratel,143750461,NORATEL,NORATEL LANKA (PRIVATE) LIMITED,NORATEL HOLDING AS,LKA,217519678,BR,SRI LANKA
221311783,GERMANISCHER LLOYD COLOMBO PVT LTD,148142000,GERMANISCHER LLOYD COLOMBO PVT LTD,GERMANISCHER LLOYD ITALY SRL,STIFTELSEN DET NORSKE VERITAS,LKA,221311783,HQ,SRI LANKA
205027909,HELLMANN WORLDWIDE LOGISTICS PVT LTD,131155578,HELLMANN WORLDWIDE LOGISTICS PVT LD,HELLMANN WORLDWIDE LOGISTICS GMBH & CO. KG,HELLMANN WORLDWIDE LOGISTICS GMBH & CO. KG,LKA,205027909,HQ,SRI LANKA
212731647,SCREENLINE HOLDING PRIVATE LIMITED,138045201,SCREENLINE HOLDING PRIVATE LTD,SCREENLINE HOLDING PRIVATE LTD,SCREENLINE HOLDING PRIVATE LTD,LKA,212731647,HQ,SRI LANKA
303012214,Arie Lagoon,200060670,ARIE LAGOON,ARIE LAGOON,ARIE LAGOON,LKA,303012214,HQ,SRI LANKA
238540249,BATA SHOE COMPANY OF CEYLON LTD,162360251,BATA SHOE COMPANY OF CEYLON LTD,BATA SHOE COMPANY OF CEYLON LTD,BATA SHOE COMPANY OF CEYLON LTD,LKA,238540249,BR,SRI LANKA
269201996,NAVESTA PHARMACEUTICALS PVT LTD,181622295,NAVESTA PHARMACEUTICALS PVT LTD,NAVESTA PHARMACEUTICALS PVT LTD,NAVESTA PHARMACEUTICALS PVT LTD,LKA,269201996,HQ,SRI LANKA
192803561,Edgeware Pvt Ltd,119086587,EDGEWARE PVT LTD,EDGEWARE PVT LTD,EDGEWARE PVT LTD,LKA,192803561,HQ,SRI LANKA
345598769,,230683051,ALLIANZ INSURANCE LANKA LTD,ALLIANZ INSURANCE LANKA LTD,ALLIANZ SE,LKA,345598769,BR,SRI LANKA
217661433,SLIDA,143959664,SLIDA,SLIDA,SLIDA,LKA,217661433,HQ,SRI LANKA
120511544,Department of Pension,51740742,DEPARTMENT OF PENSION,MINISTRY OF PUBLIC ADMINISTRATION,MINISTRY OF PUBLIC ADMINISTRATION,LKA,120511544,HQ,SRI LANKA
350659328,,235267730,FT SOFT PVT LTD,FT SOFT PVT LTD,FT SOFT PVT LTD,LKA,350659328,HQ,SRI LANKA
318387548,,211843341,SPRIT NETWORK PVT LTD,SPRIT NETWORK PVT LTD,SPRIT NETWORK PVT LTD,LKA,318387548,HQ,SRI LANKA
279658252,THE NATIONAL CHAMBER OF COMMERCE OF SRI LANKA,191930782,THE NATIONAL CHAMBER OF COMMERCE OF SRI LANKA,THE NATIONAL CHAMBER OF COMMERCE OF SRI LANKA,THE NATIONAL CHAMBER OF COMMERCE OF SRI LANKA,LKA,279658252,HQ,SRI LANKA
190238914,Tudawe Engineering Services Ltd,117546238,TUDAWE ENGINEERING SERVICES LTD,TUDAWE ENGINEERING SERVICES LTD,TUDAWE ENGINEERING SERVICES LTD,LKA,190238914,HQ,SRI LANKA
306939001,,202640545,JUST IN TIME TECHNOLOGIES,JUST IN TIME PRIVATE LTD,JUST IN TIME PRIVATE LTD,LKA,306939001,BR,SRI LANKA
346199066,ECYBERSEC,231192625,ECYBERSEC,ECYBERSEC,ECYBERSEC,LKA,346199066,HQ,SRI LANKA
115053240,M Net (Pvt.) Ltd,49920914,M NET PVT LTD,M NET PVT LTD,M NET PVT LTD,LKA,115053240,HQ,SRI LANKA
41495224,Independent Telvision Network,4652159,INDEPENDENT TELVISION NETWORK,INDEPENDENT TELVISION NETWORK,INDEPENDENT TELVISION NETWORK,LKA,41495224,HQ,SRI LANKA
162124550,,99070934,PRINEX ENTERPRISES PVT LTD,PRINEX ENTERPRISES PVT LTD,PRINEX ENTERPRISES PVT LTD,LKA,162124550,BR,SRI LANKA
41498143,ICICI Bank,781290,ICICI BANK,ICICI BANK LTD,ICICI BANK LTD,LKA,41498143,HQ,SRI LANKA
159966922,,98372736,ADVANCED MICRO TECHNOLOGY,ADVANCED MICRO TECHNOLOGY,ADVANCED MICRO TECHNOLOGY,LKA,159966922,HQ,SRI LANKA
232685011,,156149117,INTELLEXI NETWORKS,INTELLEXI NETWORKS,INTELLEXI NETWORKS,LKA,232685011,HQ,SRI LANKA
159997667,MINISTRY OF SPORTS,98391627,MINISTRY OF SPORTS,MINISTRY OF SPORTS,MINISTRY OF SPORTS,LKA,159997667,HQ,SRI LANKA
391554757,,267251442,SENSE MICRO DISTRIBUTIONS PRIVATE LTD,SENSE MICRO,SENSE MICRO,LKA,391554757,BR,SRI LANKA
195822629,Hemas Hospitals,123822780,HEMAS HOSPITALS,HEMAS HOLDINGS LTD,HEMAS HOLDINGS LTD,LKA,195822629,HQ,SRI LANKA
41497160,British Council,1564241,BRITISH COUNCIL,THE BRITISH COUNCIL,THE BRITISH COUNCIL,LKA,41497160,HQ,SRI LANKA
331336655,,222862528,QUEENSBURY HOSPITAL PVT LTD,QUEENSBURY HOSPITAL PVT LTD,QUEENSBURY HOSPITAL PVT LTD,LKA,331336655,HQ,SRI LANKA
353406581,ALPHA BUSINESS SCHOOL,237262326,ALPHA BUSINESS SCHOOL,ALPHA BUSINESS SCHOOL,ALPHA BUSINESS SCHOOL,LKA,353406581,HQ,SRI LANKA
45173978,,7926068,AUXICOGENT INTERNATIONAL LANKA PVT LTD,AUXICOGENT INTERNATIONAL LANKA PVT LTD,AUXICOGENT INTERNATIONAL LANKA PVT LTD,LKA,45173978,HQ,SRI LANKA
353054267,,237000945,CONSOLIDATED BUSINESS SYSTEMS,CONSOLIDATED BUSINESS SYSTEMS INC,"CONSOLIDATED BUSINESS SYSTEMS, INC",LKA,353054267,HQ,SRI LANKA
183212440,,111696839,DOLPHIN TECHNOLOGIES,DOLPHIN TECHNOLOGIES,DOLPHIN TECHNOLOGIES,LKA,183212440,HQ,SRI LANKA
219616095,BSHARP LANKA LTD.,146018427,B SHARP LANKA LTD,B SHARP TECHNOLOGIES INC,B SHARP TECHNOLOGIES INC,LKA,219616095,HQ,SRI LANKA
236346222,,159600151,VENORA INTERNATIONAL PROJECTS PRIVATE LTD,VENORA INTERNATIONAL PROJECTS PRIVATE LTD,VENORA INTERNATIONAL PROJECTS PRIVATE LTD,LKA,236346222,BR,SRI LANKA
40351108,APOLLO HOSPITALS (SL),8407393,APOLLO HOSPITALS,APOLLO HOSPITALS ENTERPRISE LTD,APOLLO HOSPITALS ENTERPRISE LTD,LKA,40351108,BR,SRI LANKA
45256351,,10337828,SOUTH EASTERN UNIVERSITY,SOUTH EASTERN UNIVERSITY,SOUTH EASTERN UNIVERSITY,LKA,45256351,HQ,SRI LANKA
11090231,Union Bank of Colombo Limited,2543587,UNION BANK OF COLOMBO PLC,UNION BANK OF COLOMBO PLC,UNION BANK OF COLOMBO PLC,LKA,11090231,HQ,SRI LANKA
145662158,Wayamba Development Bank,79048418,WAYAMBA DEVELOPMENT BANK,WAYAMBA DEVELOPMENT BANK,WAYAMBA DEVELOPMENT BANK,LKA,145662158,HQ,SRI LANKA
347283240,,232167882,CLOUDCLIQ,CLOUDCLIQ,CLOUDCLIQ,LKA,347283240,HQ,SRI LANKA
370620992,,251377690,KUS FORMWORK & SCAFFOLDING PVT LTD,KUS FORMWORK & SCAFFOLDING PVT LTD,KUS FORMWORK & SCAFFOLDING PVT LTD,LKA,370620992,BR,SRI LANKA
159050334,PIRAMAL GLASS CEYLON PLC,98056649,PIRAMAL GLASS CEYLON PLC,PIRAMAL GLASS CEYLON PLC,PIRAMAL GLASS CEYLON PLC,LKA,159050334,HQ,SRI LANKA
235885840,,159105830,HYNET SOLUTION PVT LTD,HYNET SOLUTION PVT LTD,HYNET SOLUTION PVT LTD,LKA,235885840,HQ,SRI LANKA
321160492,,214739641,TECLAN ENGINEERING PVT LTD,TECLAN ENGINEERING PVT LTD,TECLAN ENGINEERING PVT LTD,LKA,321160492,HQ,SRI LANKA
145661680,Ministry Of Transport,79048185,MINISTRY OF TRANSPORT,MINISTRY OF TRANSPORT,MINISTRY OF TRANSPORT,LKA,145661680,HQ,SRI LANKA
218581216,,145127857,TECHNET PARTNERS,TECHNET PARTNERS,TECHNET PARTNERS,LKA,218581216,HQ,SRI LANKA
115113800,BHARTI AIRTEL LANKA (PVT) LTD,49944885,BHARTI AIRTEL LANKA PVT LTD,BHARTI AIRTEL LANKA PVT LTD 135,BHARTI ENTERPRISES LTD,LKA,115113800,BR,SRI LANKA
277051732,,189484581,DELTA HOLDINGS PVT LTD,DELTA HOLDINGS PVT LTD,DELTA HOLDINGS PVT LTD,LKA,277051732,HQ,SRI LANKA
40270976,,4012436,LANKA ASHOKE LEYLAND COMPANY LTD,ASHOK LEYLAND LTD,ASHOK LEYLAND LTD,LKA,40270976,BR,SRI LANKA
347004104,,231902255,DP INFOTECH PVT LTD,DP INFOTECH PVT LTD,DP INFOTECH PVT LTD,LKA,347004104,HQ,SRI LANKA
205988159,,131985987,FUTURE CORPORATION PVT LTD,FUTURE COMPUTERS PRIVATE LTD,FUTURE COMPUTERS PRIVATE LTD,LKA,205988159,BR,SRI LANKA
333499858,,224602727,IMATECH TECHNOLOGY SOLUTIONS,IMATECH TECHNOLOGY SOLUTIONS,IMATECH TECHNOLOGY SOLUTIONS,LKA,333499858,HQ,SRI LANKA
316132305,,209593324,FENTONS LTD,FENTONS LTD,FENTONS LTD,LKA,316132305,BR,SRI LANKA
357744258,,241167012,ANVERALLY & SONS PVT LTD,ANVERALLY & SONS PVTLTD,ANVERALLY & SONS PVTLTD,LKA,357744258,BR,SRI LANKA
242769326,OMOBIO PVT LTD,162422921,OMOBIO PVT LTD,OMOBIO PVT LTD,OMOBIO PVT LTD,LKA,242769326,BR,SRI LANKA
89355118,HAYLES AIG INSURANCE  COMPANY,34227027,HAYLEYS AIG INSURANCE  COMPANY,HAYLEYS AIG INSURANCE  COMPANY,HAYLEYS AIG INSURANCE  COMPANY,LKA,89355118,HQ,SRI LANKA
273733608,,186045358,DSIG TECHNOLOGIES PVT LTD,DSIG TECHNOLOGIES PVT LTD,DSIG TECHNOLOGIES PVT LTD,LKA,273733608,HQ,SRI LANKA
121069554,,51930413,FACULTY OF AGRICULTURE UNIVERSITY OF PERADENIYA,FACULTY OF AGRICULTURE UNIVERSITY OF PERADENIYA,FACULTY OF AGRICULTURE UNIVERSITY OF PERADENIYA,LKA,121069554,HQ,SRI LANKA
192578366,Auditor General's Department,118914342,AUDITOR GENERAL'S DEPT,AUDITOR GENERAL'S DEPT,AUDITOR GENERAL'S DEPT,LKA,192578366,HQ,SRI LANKA
217472342,Petroleum Resources Development Secretariat,143704403,PETROLEUM RESOURCES DEVELOPMENT SECRETARIAT,PETROLEUM RESOURCES DEVELOPMENT SECRETARIAT,PETROLEUM RESOURCES DEVELOPMENT SECRETARIAT,LKA,217472342,HQ,SRI LANKA
8940861,RANLIYA GARMENT INDUSTRIES LIMITED,8082795,DATA INTERNATIONAL,DATA ENTRY INTERNATIONAL,DATA ENTRY INTERNATIONAL,LKA,8940861,HQ,SRI LANKA
120217033,ACME,51635029,ACME,ACME,ACME,LKA,120217033,HQ,SRI LANKA
157955092,FORESIGHT ENGINEERING  PRIVATE  LTD,97552256,FORESIGHT ENGINEERING PVT LTD,FORESIGHT ENGINEERING  PRIVATE  LTD,FORESIGHT ENGINEERING  PRIVATE  LTD,LKA,157955092,HQ,SRI LANKA
41497537,Sierra group,14163516,SIERRA GROUP,SIERRA GROUP INC,SIERRA GROUP INC,LKA,41497537,BR,SRI LANKA
213453789,Banyan Tree Hotel & Resorts,138815934,BANYAN TREE HOTEL & RESORTS,BANYAN TREE HOTELS & RESORTS PTE LTD,ACCOR,LKA,213453789,BR,SRI LANKA
145791362,Omega Line Ltd,79114574,OMEGA LINE LTD,OMEGA LINE LTD,OMEGA LINE LTD,LKA,145791362,HQ,SRI LANKA
384525615,,261034861,ESSILOR LANKA PVT LTD,ESSILOR LANKA PVT LTD,ESSILOR LANKA PVT LTD,LKA,384525615,HQ,SRI LANKA
221443771,LINEA INTIMO PVT LTD,148292772,LINEA INTIMO PVT LTD,LINEA INTIMO (PVT) LIMITED,LINEA INTIMO (PVT) LIMITED,LKA,221443771,BR,SRI LANKA
277799923,JO LANKA,190254498,JO LANKA,JO LANKA,JO LANKA,LKA,277799923,HQ,SRI LANKA
371330890,SBI SRI LANKA,251939113,SBI SRI LANKA,STATE BANK OF INDIA,GOVERNMENT OF INDIA,LKA,371330890,HQ,SRI LANKA
